timestamp,O,H,L,C
2025-11-29 17:00:00+03:00,1093.0,1093.0,1093.0,1093.0
2025-11-30 09:00:00+03:00,1096.0,1096.0,1096.0,1096.0
2025-11-30 13:00:00+03:00,1097.0,1098.0,1097.0,1098.0
2025-11-30 17:00:00+03:00,1099.0,1104.0,1099.0,1102.0
2025-12-01 09:00:00+03:00,1101.5,1101.5,1088.0,1094.5
2025-12-01 13:00:00+03:00,1096.0,1098.0,1090.5,1097.0
2025-12-01 17:00:00+03:00,1095.5,1102.5,1092.5,1098.0
2025-12-01 21:00:00+03:00,1094.5,1100.5,1094.5,1095.5
2025-12-02 09:00:00+03:00,1095.0,1097.0,1092.0,1092.0
2025-12-02 13:00:00+03:00,1094.5,1100.5,1093.5,1098.5
2025-12-02 17:00:00+03:00,1103.0,1103.0,1076.0,1085.0
2025-12-02 21:00:00+03:00,1086.5,1093.0,1085.5,1093.0
2025-12-03 09:00:00+03:00,1075.0,1077.0,1065.5,1070.0
2025-12-03 13:00:00+03:00,1069.5,1078.0,1069.5,1077.5
2025-12-03 17:00:00+03:00,1076.0,1094.5,1075.5,1093.0
2025-12-03 21:00:00+03:00,1093.0,1096.0,1090.0,1093.5
2025-12-04 09:00:00+03:00,1097.0,1104.5,1092.0,1095.5
2025-12-04 13:00:00+03:00,1095.5,1097.0,1094.5,1097.0
2025-12-04 17:00:00+03:00,1098.5,1108.0,1098.5,1108.0
2025-12-04 21:00:00+03:00,1109.0,1112.0,1107.0,1107.5
2025-12-05 09:00:00+03:00,1110.0,1119.5,1109.0,1118.0
2025-12-05 13:00:00+03:00,1120.0,1127.0,1112.5,1118.0
2025-12-05 17:00:00+03:00,1118.5,1123.0,1116.5,1119.5
2025-12-05 21:00:00+03:00,1120.0,1121.0,1118.5,1119.5
2025-12-08 09:00:00+03:00,1123.5,1126.5,1115.5,1122.0
2025-12-08 13:00:00+03:00,1121.5,1126.5,1116.0,1121.0
2025-12-08 17:00:00+03:00,1121.0,1126.5,1115.0,1119.0
2025-12-08 21:00:00+03:00,1119.0,1119.5,1107.5,1108.0
2025-12-09 09:00:00+03:00,1104.0,1116.5,1104.0,1112.5
2025-12-09 13:00:00+03:00,1115.0,1120.5,1112.0,1115.0
2025-12-09 17:00:00+03:00,1114.5,1118.0,1101.0,1101.5
2025-12-09 21:00:00+03:00,1103.5,1119.5,1102.0,1111.5
2025-12-10 09:00:00+03:00,1111.0,1115.5,1107.5,1115.5
2025-12-10 13:00:00+03:00,1113.5,1117.5,1103.0,1103.0
2025-12-10 17:00:00+03:00,1102.0,1105.0,1090.0,1093.5
2025-12-10 21:00:00+03:00,1095.0,1096.5,1093.0,1094.5
2025-12-11 09:00:00+03:00,1095.5,1107.0,1095.5,1099.5
2025-12-11 13:00:00+03:00,1100.0,1101.5,1095.0,1101.0
2025-12-11 17:00:00+03:00,1101.0,1110.0,1089.0,1105.5
2025-12-11 21:00:00+03:00,1106.5,1107.0,1099.5,1103.5
2025-12-12 09:00:00+03:00,1103.0,1104.5,1093.5,1094.0
2025-12-12 13:00:00+03:00,1094.0,1099.0,1092.5,1093.5
2025-12-12 17:00:00+03:00,1093.0,1099.0,1085.5,1088.5
2025-12-12 21:00:00+03:00,1089.5,1090.0,1081.0,1083.5
2025-12-13 09:00:00+03:00,1085.0,1086.5,1084.5,1084.5
2025-12-13 13:00:00+03:00,1086.0,1086.5,1085.0,1085.0
2025-12-13 17:00:00+03:00,1086.5,1086.5,1086.5,1086.5
2025-12-14 09:00:00+03:00,1085.0,1085.0,1082.0,1084.5
2025-12-14 13:00:00+03:00,1082.0,1084.0,1081.0,1083.0
2025-12-14 17:00:00+03:00,1081.0,1084.0,1081.0,1084.0
2025-12-15 09:00:00+03:00,1090.0,1097.5,1085.5,1092.0
2025-12-15 13:00:00+03:00,1094.0,1105.5,1090.0,1091.5
2025-12-15 17:00:00+03:00,1091.5,1100.0,1088.5,1090.0
2025-12-15 21:00:00+03:00,1090.5,1098.0,1090.5,1094.0
2025-12-16 09:00:00+03:00,1097.5,1108.0,1092.5,1107.5
2025-12-16 13:00:00+03:00,1107.0,1109.5,1101.5,1106.5
2025-12-16 17:00:00+03:00,1106.5,1111.0,1104.5,1105.5
2025-12-16 21:00:00+03:00,1104.5,1107.5,1104.0,1104.0
2025-12-17 09:00:00+03:00,1108.0,1108.0,1092.5,1092.5
2025-12-17 13:00:00+03:00,1092.0,1092.0,1083.0,1085.0
2025-12-17 17:00:00+03:00,1084.5,1089.0,1077.5,1083.0
2025-12-17 21:00:00+03:00,1082.5,1087.0,1081.5,1087.0
2025-12-18 09:00:00+03:00,1086.0,1096.0,1083.5,1095.5
2025-12-18 13:00:00+03:00,1095.5,1096.5,1088.5,1091.5
2025-12-18 17:00:00+03:00,1091.5,1093.0,1076.0,1082.5
2025-12-18 21:00:00+03:00,1082.5,1083.5,1074.0,1080.0
2025-12-19 09:00:00+03:00,1080.0,1085.5,1077.0,1085.0
2025-12-19 13:00:00+03:00,1085.0,1088.5,1063.0,1076.0
2025-12-19 17:00:00+03:00,1076.0,1086.0,1076.0,1083.0
2025-12-19 21:00:00+03:00,1083.5,1087.0,1082.5,1085.5
2025-12-20 09:00:00+03:00,1086.5,1092.0,1086.5,1087.0
2025-12-20 13:00:00+03:00,1087.5,1088.5,1086.5,1086.5
2025-12-20 17:00:00+03:00,1087.5,1088.5,1087.0,1088.5
2025-12-21 09:00:00+03:00,1084.5,1087.5,1084.5,1087.0
2025-12-21 13:00:00+03:00,1086.5,1086.5,1082.5,1083.5
2025-12-21 17:00:00+03:00,1084.0,1084.5,1083.0,1083.0
2025-12-22 09:00:00+03:00,1082.5,1091.0,1076.0,1091.0
2025-12-22 13:00:00+03:00,1091.0,1105.0,1089.5,1095.5
2025-12-22 17:00:00+03:00,1095.0,1097.0,1089.5,1094.0
2025-12-22 21:00:00+03:00,1095.0,1096.5,1093.0,1093.5
2025-12-23 09:00:00+03:00,1095.0,1100.5,1090.0,1096.0
2025-12-23 13:00:00+03:00,1096.5,1110.0,1092.5,1107.0
2025-12-23 17:00:00+03:00,1107.5,1114.5,1104.0,1106.0
2025-12-23 21:00:00+03:00,1106.5,1111.5,1105.0,1105.5
2025-12-24 09:00:00+03:00,1106.5,1106.5,1095.5,1102.0
2025-12-24 13:00:00+03:00,1102.0,1104.0,1088.5,1091.0
2025-12-24 17:00:00+03:00,1091.0,1101.5,1090.0,1096.5
2025-12-24 21:00:00+03:00,1097.0,1099.5,1096.5,1096.5
2025-12-25 09:00:00+03:00,1097.5,1102.5,1095.5,1100.0
2025-12-25 13:00:00+03:00,1099.5,1104.0,1098.0,1103.5
2025-12-25 17:00:00+03:00,1103.5,1109.0,1102.5,1108.0
2025-12-25 21:00:00+03:00,1108.0,1111.5,1106.5,1108.0
2025-12-26 09:00:00+03:00,1107.5,1122.5,1106.0,1110.0
2025-12-26 13:00:00+03:00,1110.5,1123.5,1110.0,1122.5
2025-12-26 17:00:00+03:00,1122.5,1130.0,1122.5,1126.0
2025-12-26 21:00:00+03:00,1125.5,1130.0,1125.0,1130.0
2025-12-27 09:00:00+03:00,1130.5,1134.5,1130.5,1132.5
2025-12-27 13:00:00+03:00,1133.0,1133.5,1132.0,1133.0
2025-12-27 17:00:00+03:00,1133.0,1134.5,1132.5,1134.0
2025-12-28 09:00:00+03:00,1133.0,1133.0,1126.5,1127.0
2025-12-28 13:00:00+03:00,1129.0,1132.5,1126.5,1131.0
2025-12-28 17:00:00+03:00,1131.5,1136.5,1131.5,1136.5
2025-12-29 09:00:00+03:00,1135.0,1150.0,1123.0,1150.0
2025-12-29 13:00:00+03:00,1150.5,1151.5,1134.5,1136.0
2025-12-29 17:00:00+03:00,1135.0,1136.5,1106.0,1114.5
2025-12-29 21:00:00+03:00,1112.5,1116.5,1111.0,1114.5
2025-12-30 09:00:00+03:00,1116.0,1117.0,1102.5,1114.5
2025-12-30 13:00:00+03:00,1114.5,1123.0,1110.5,1112.5
2025-12-30 17:00:00+03:00,1113.0,1117.0,1109.5,1115.0
2025-12-30 21:00:00+03:00,1113.5,1114.0,1109.0,1112.0
2026-01-05 09:00:00+03:00,1107.5,1107.5,1079.0,1085.5
2026-01-05 13:00:00+03:00,1084.5,1088.0,1081.5,1085.5
2026-01-05 17:00:00+03:00,1086.5,1092.0,1085.5,1086.0
2026-01-05 21:00:00+03:00,1086.0,1087.5,1083.5,1084.5
2026-01-06 09:00:00+03:00,1085.5,1095.5,1085.0,1095.0
2026-01-06 13:00:00+03:00,1094.5,1096.5,1088.0,1091.0
2026-01-06 17:00:00+03:00,1091.5,1096.0,1088.0,1095.0
2026-01-06 21:00:00+03:00,1095.5,1096.5,1093.5,1094.5
2026-01-08 09:00:00+03:00,1088.5,1091.0,1079.5,1081.5
2026-01-08 13:00:00+03:00,1081.0,1086.0,1078.0,1081.0
2026-01-08 17:00:00+03:00,1081.5,1088.0,1080.0,1085.5
2026-01-08 21:00:00+03:00,1085.5,1087.0,1084.0,1086.0
2026-01-09 09:00:00+03:00,1090.0,1096.0,1083.0,1095.5
2026-01-09 13:00:00+03:00,1096.0,1099.5,1094.0,1095.5
2026-01-09 17:00:00+03:00,1096.0,1100.5,1095.5,1098.0
2026-01-09 21:00:00+03:00,1099.0,1099.5,1096.5,1098.5
2026-01-12 09:00:00+03:00,1100.0,1106.5,1094.0,1100.0
2026-01-12 13:00:00+03:00,1100.0,1104.0,1098.0,1099.0
2026-01-12 17:00:00+03:00,1099.0,1099.5,1093.0,1095.5
2026-01-12 21:00:00+03:00,1095.5,1096.0,1092.5,1092.5
2026-01-13 09:00:00+03:00,1093.5,1096.0,1087.5,1090.5
2026-01-13 13:00:00+03:00,1089.5,1093.0,1086.5,1091.5
2026-01-13 17:00:00+03:00,1092.5,1099.5,1087.5,1091.5
2026-01-13 21:00:00+03:00,1091.5,1092.5,1088.0,1090.0
2026-01-14 09:00:00+03:00,1089.0,1103.0,1083.0,1099.0
2026-01-14 13:00:00+03:00,1099.5,1106.5,1097.0,1103.5
2026-01-14 17:00:00+03:00,1103.5,1109.5,1100.5,1101.5
2026-01-14 21:00:00+03:00,1101.0,1106.5,1100.0,1102.5
2026-01-15 09:00:00+03:00,1099.0,1099.0,1099.0,1099.0
